video-name,f-init,n-frames,video-frames,sentences
v_GEHPJEgMm_I,0,545,1197,A young man is shown swinging a tennis racket over and over again while hitting a ball at the same time.
v_GEHPJEgMm_I,545,653,1197, He continues to perform this swing several times and hits the ball every time.
v_GEhtyurCwDQ,0,47,4732,We see an opening title screen.
v_GEhtyurCwDQ,47,544,4732, We see an electric shaver from various angles.
v_GEhtyurCwDQ,591,1113,4732, The man unwraps the product and takes it out of the bag.
v_GEhtyurCwDQ,1705,426,4732, The product is being taken out of it's packaging.
v_GEhtyurCwDQ,2155,1231,4732,The man shaves his hand then adds a guard and shaves his beard and the hairline in back.
v_GEhtyurCwDQ,3623,852,4732, The man rinses the shaver and works on his neck.
v_GEhtyurCwDQ,4499,236,4732, We then see the ending screen.
v_Geh_BZchxFY,0,1732,1741,We see a lady peeling small potatoes.
v_Geh_BZchxFY,322,252,1741, The lady peels her second potato.
v_Geh_BZchxFY,609,243,1741, The lady moves on to her third potatoes.
v_Geh_BZchxFY,861,139,1741, We zoom out and see the ladies face.
v_Geh_BZchxFY,1018,722,1741, The lady peels her fourth and fifth potato.
v_GejFc4J2mfc,0,1387,5441,A young man wearing a tie die shirt is seen speaking to the camera and then shows him picking out some clothes.
v_GejFc4J2mfc,1360,2503,5441, He shows off his legs and then runs an electric razor down his legs shaving off the hair.
v_GejFc4J2mfc,3891,1551,5441," He then puts shaving cream on his legs and shaves them, finally showing off his bare legs in the end and speaking to the camera."
v_GEmuTigZlYA,0,80730,91694,A woman is seen brushing copious amounts of hair off of a dog's body and collecting the fur in her hand.
v_GEmuTigZlYA,23850,66979,91694, The dog moves his leg a bit as the woman continues brushing and looks back to watch her brush.
v_gEOVtyRAaFY,0,404,3513,A woman is holding a cat in her lap.
v_gEOVtyRAaFY,457,809,3513, The cat is slapping at the pair of trimmers in her hand.
v_gEOVtyRAaFY,1371,2146,3513," She uses the trimmers to cut the cat's nails, one at a time."
v_gEqT50dX-iY,0,1577,2299,A man explains a procedure holdings cloths and cleaning materials while showing the cloths.
v_gEqT50dX-iY,1589,644,2299," After, the man approaches to a window and starts to clean for an instant, and then continues explaining."
v_gF0ymMmpS_M,0,214,3302,"A woman is shown standing in front of an elliptical trainer, talking."
v_gF0ymMmpS_M,247,562,3302, She flips through a booklet before walking over to the trainer.
v_gF0ymMmpS_M,826,1156,3302, She begins to demonstrate how to prepare the trainer for use.
v_gF0ymMmpS_M,1999,595,3302, She climbs onto the trainer and shows how it is used by pedaling with her feet.
v_gF0ymMmpS_M,2611,231,3302, A close up of the display screen is then shown.
v_gF0ymMmpS_M,2859,446,3302, The trainer is folded to show compaction and ease of storage.
v_gF14lRI0HUM,0,19130,19148,Two people are boxing in a ring.
v_gF14lRI0HUM,480,18650,19148, A man in a black shirt is refereeing the fight.
v_gF14lRI0HUM,1150,17980,19148, A woman is holding a camera taking pictures of them fighting.
v_GFE2wAi9fjo,0,513,510,A woman puts a pair of shoes on while sitting in an office chair.
v_GFE2wAi9fjo,197,316,510, The woman buckles her shoes.
v_GffGGAwbcHo,191,105,1316,A caveman is seen walking a purple rock.
v_GffGGAwbcHo,302,39,1316, He runs into a big dog and the dog eats the caveman.
v_GffGGAwbcHo,375,164,1316, A God walks a poodle.
v_GffGGAwbcHo,546,118,1316, A cowboy walks his dog and is shot outside a saloon.
v_GffGGAwbcHo,691,105,1316, Chaplin is seen walking his dog.
v_GffGGAwbcHo,810,217,1316, A hippie dog lies down on the floor and seems to be hallucinating.
v_GffGGAwbcHo,1060,125,1316, Dogs and spacecraft are seen exploring space.
v_GFQuGc1yY8o,0,477,2652,A man is shown with a woman dancing in front of a large crowd on a tv show.
v_GFQuGc1yY8o,477,451,2652, The woman spins around as the man leads her through the routine.
v_GFQuGc1yY8o,942,610,2652, She then is lifted up and spun around again.
v_GFQuGc1yY8o,1552,450,2652, They dance very romantically and she is spun around various times before being tipped backwards by the man as they continue to dance.
v_GFQuGc1yY8o,2003,650,2652, The two dancers reach out to one another and the routine ends.
v_GfSGZZSGH6g,0,232,232,There are two roofers standing top of a building roof removing working on old roof removal.
v_GfSGZZSGH6g,6,219,232, They are using roofing shovel to remove the shingles and tarp.
v_GfSGZZSGH6g,26,105,232, One of the roofers is peeling off the tarp from the rooftop as he digs in the shovel underneath the tarp.
v_GfSGZZSGH6g,116,82,232, The other roofer is helping him roll up the tarp as he peels it off.
v_gfwSnetklbE,0,3051,3567,A man is shoveling snow off of the top of a car.
v_gfwSnetklbE,3051,517,3567, He walks around the car and starts shoveling the ground.
v_GG3JgE6hy4g,0,1511,3180,A man is seen standing on a roof pushing pieces of debris up with a stick.
v_GG3JgE6hy4g,1479,1702,3180, The man continues pushing the debris off the roof while digging deeper and deeper into the mess.
v_Gg8Ha8OPtZ0,45,376,640,"There are two young boys, one dressed in a red shirt and the other in a striped shirt at a bowling alley."
v_Gg8Ha8OPtZ0,421,141,640, The boy in the red shirt bowls with a large green ball and hits a strike.
v_Gg8Ha8OPtZ0,562,48,640, He is ecstatic after his win and begins jumping with joy.
v_ggDfJLB8jTk,546,240,4364,Shooting targets are shown on the grass.
v_ggDfJLB8jTk,917,131,4364, A man uses a bow and arrow to hit the targets.
v_ggDfJLB8jTk,1179,1288,4364, Words are shown on the screen.
v_ggDfJLB8jTk,2838,567,4364, A man shoots a bow behind a pile of sticks.
v_GgfyTMpHfnI,0,514,6429,We see a girl with a braid then shaking  loose curls in her hair.
v_GgfyTMpHfnI,514,5080,6429, We watch the girl as she curls and braids her hair.
v_GgfyTMpHfnI,739,1093,6429, The girl using a curling iron and curls her hair.
v_GgfyTMpHfnI,1865,3505,6429, She then braids and twists her hair into a side braid.
v_GgfyTMpHfnI,5402,193,6429, The girl shows us the back of her hair and then curls the bottom with a curling iron.
v_GgfyTMpHfnI,5723,707,6429, The girl makes faces and the ending title screen then loads.
v_gGg-kio0dmU,0,258,257,People are playing and swimming in a pool.
v_gGg-kio0dmU,75,183,257, a girl does a back flip off a board.
v_ggGw9EGSMs8,89,60,577,A man paints a fence as the man next to him waters the fence.
v_ggGw9EGSMs8,153,26,577, Both of them go over the fence a second time.
v_ggGw9EGSMs8,182,26,577, They do it  a third time.
v_ggGw9EGSMs8,211,92,577, And they do it a fourth time.
v_ggGw9EGSMs8,306,272,577, They do it a fifth time.
v_ggNmtMAdqe0,101,517,2027,A man welds a section of a steel beam in a workshop.
v_ggNmtMAdqe0,720,40,2027, The tip of the welding gun is adjusted using pliers.
v_ggNmtMAdqe0,832,812,2027, The man marks and measures pieces of plate metal in between making welds on it.
v_ggNmtMAdqe0,1715,263,2027, The man demonstrates the angle to make a weld on the piece of plate metal.
v_EoYvQ_pn8KE,1140,5460,45478,Two women sweep a floor together as a ball glides behind them.
v_EoYvQ_pn8KE,7510,9110,45478, They sweep the floor again and one of the women stops for a second as her partner starts sweeping faster.
v_EoYvQ_pn8KE,17080,15020,45478, They sweep the floor again with one woman furiously sweeping towards the end as her partner stops for a second and looks up.
v_ErEr4Sxdprw,0,874,4263,A man is in the gym in tight he bends over picks up a weight over his head and drops it back down.
v_ErEr4Sxdprw,874,1236,4263, He walks back and loosens up before walking back up and doing it again adding more weight.
v_ErEr4Sxdprw,2111,938,4263, He does this multiple times adding more and more weight to the rack.
v_ErEr4Sxdprw,3049,1215,4263, He finally lifts 374 pounds and calls it quits.
v_EVcn8N-YxtI,0,714,4203,Two people are seen performing tango moves slowly while text appears on the screen.
v_EVcn8N-YxtI,714,1745,4203, The woman then does the same moves by herself while the man and woman's silhouette is shown beside them.
v_EVcn8N-YxtI,2459,1745,4203, Then the man performs his moves alone and leads into the couple performing again.
v_exzuzQLrv7g,0,353,5890,Three men dressed in fencing gear are standing in a gym.
v_exzuzQLrv7g,412,1001,5890, The man in the middle is talking and the other two remain still.
v_exzuzQLrv7g,1531,3476,5890," The two men begin making movements as the man instructs them to, showing off the different fencing techniques."
v_exzuzQLrv7g,5155,736,5890," They fight slowly, showing each step before culminating into the man's final words onscreen."
v_f--wWfsr0zA,0,7840,104459,A news woman is speaking inside a news room.
v_f--wWfsr0zA,16200,41269,104459," A couple of professional dancers are shown dancing and performing ballet on a stage, with the female occasionally shown speaking to the camera."
v_f--wWfsr0zA,60080,27689,104459, She is seen walking out after a performance to see a room filled with people and do a press conference.
v_f--wWfsr0zA,93520,10969,104459, A poster of three women is shown at the end.
v_f14r3tC-Y4E,0,22340,203128,A large boat is shown sailing through ocean water.
v_f14r3tC-Y4E,26400,111710,203128, A man in scuba gear climbs over the side.
v_f14r3tC-Y4E,146240,56870,203128,"  He works on pulling a large bag into the boat, trying not to capsize."
v_f7qFnCkFIuQ,0,995,1031,A person is walking towards three people who are painting a fence black.
v_f7qFnCkFIuQ,254,528,1031, The man asks the boy to see his work and pans the camera over to his wife.
v_f7qFnCkFIuQ,834,202,1031, The man makes a joke to his wife and laughs off camera.
v_Fdjw9ld-hbA,0,24,151,A man dressed in a blue uniform is fighting against a male dressed in an all red uniform.
v_Fdjw9ld-hbA,21,53,151,"The man in the red,picks him up and drops him down on the wrestling match."
v_Fdjw9ld-hbA,73,78,151,"After,the referee drops down and pounds the mat counting down the end of the match."
v_fgEMvRrOCRI,131,233,2922,"There are players, one in yellow and the other in red hurling in an open air stadium."
v_fgEMvRrOCRI,365,423,2922, They are part of a team that is playing in the large stadium with several spectators.
v_fgEMvRrOCRI,789,496,2922, The video is demonstrating how to catch the ball and scoop it up with the stick.
v_fgEMvRrOCRI,1286,803,2922, It also demonstrates how to balance the ball on the stick as the player runs.
v_fgEMvRrOCRI,2089,467,2922, The players are showing all the steps in the tutorial where the one of the player shoots the ball bravely for a point.
v_fgEMvRrOCRI,2557,234,2922, There's a player in a blue and white uniform shooting the ball for a point and scoring a goal.
v_Fi_ja3Urdtg,0,308,1665,A man is talking from behind a bar.
v_Fi_ja3Urdtg,333,692,1665, He shows off several kinds of bottles and taps.
v_Fi_ja3Urdtg,1092,575,1665, He shows how to mix a drink which he serves to a woman.
v_FkMk9TZdea0,0,151,5039,White text says in memory of Paul Walker.
v_FkMk9TZdea0,226,2596,5039, A person is shown using a small brush to create an image of Paul Walker.
v_FkMk9TZdea0,2924,2117,5039," Each detail is drawn one at a time, producing the final completed image."
v_FMlWHXByLL0,0,2080,2079,Kids are jump roping in a gym.
v_FMlWHXByLL0,1113,114,2079, They do flips over each other.
v_FMlWHXByLL0,2049,31,2079, People in the audience clap for them at the end.
v_FofBEedm80o,0,74,2473,"The words ""Grandmaster Huang Sheng Shyan"" and ""Taiji Push Hands"" appear on screen."
v_FofBEedm80o,74,2227,2473, Several students individually approach the Grandmaster attempting to fight him and are pushed back quickly.
v_FofBEedm80o,2314,160,2473, The Grandmaster taps a student on the head and he quickly falls to the ground.
v_FrDKwP9XaOo,0,1451,1481,Males pull a rope in a tag of war match.
v_FrDKwP9XaOo,88,896,1481, The males take steps to the right.
v_FrDKwP9XaOo,992,459,1481, The males are being pulled to the left.
v_FrDKwP9XaOo,1459,22,1481, The males raise and let go of the rope now closer to the left.
v_Ft3SzVtUsKA,0,617,2246,A camera is shown sitting on the side of a pool capturing bubble underneath.
v_Ft3SzVtUsKA,583,988,2246, More bubbles are shown followed by a man jumping in.
v_Ft3SzVtUsKA,1471,673,2246, The man jumps all the way into the pool and the camera captures his movements.
v_fwU91k-Vmb8,0,406,3530,A bunch of children are riding around in bumper cars.
v_fwU91k-Vmb8,566,2034,3530, They go back and forth on the track.
v_fwU91k-Vmb8,2707,831,3530," They bump into each other, smiling and laughing."
v_F_EHrfbYsRE,0,163,5444,A graphic with some keywords forming the number '2' is shown.
v_F_EHrfbYsRE,163,108,5444, The scene switches to a black screen with some text about an upcoming marathon.
v_F_EHrfbYsRE,272,5173,5444," A man is shown jogging through a city on some sidewalks, a bridge, some paths in a park, etc, with a counter on the side showing his progress in kilometers as he goes."
v_G12fEYNjIR0,0,1463,1462,Team USA Women are in the Olympics.
v_G12fEYNjIR0,431,995,1462,"Tracy,Natalie, Nicole,Allison and Debbie are group photographed in multiple scenes."
v_G12fEYNjIR0,329,175,1462,"As Team USA scores,the team mates hug."
v_g5BPyMdlurg,0,92,4642,First this girl does a back bend and then another girl does a back walkover.
v_g5BPyMdlurg,441,162,4642, Then someone else does a cartwheel and that same person does a round off.
v_g5BPyMdlurg,789,534,4642, next someone does a front walkover and another girl does a standing back handspring along with other people who are doing gymnastic moves.
v_Gba1MksaNBQ,0,1259,2872,Some men are playing pool as three boxer dogs watch.
v_Gba1MksaNBQ,1360,1534,2872," The boxers stand by the pool table, trying to snap at the balls as they are shot with the cues."
v_gdisMpHS668,20,272,811,Two women are seen standing before a christmas tree with young children present as well.
v_gdisMpHS668,239,378,811, The people then all move around one another putting ornaments on the tree in fast motion.
v_gdisMpHS668,613,191,811, The girls continue putting items on the tree and end by smiling to the camera.
v_4aiE_-yQWZE,0,736,5453,Several people are dressed in sweatsuits rolling out mats in a large gym.
v_4aiE_-yQWZE,736,1009,5453,"After the mats are rolled out,other individuals begin walking across the floor dressed in fencing uniforms."
v_4aiE_-yQWZE,1745,1227,5453,The athletes then begin walking around and talking to each other as a small mascot walks across the mat.
v_4aiE_-yQWZE,2945,545,5453,"Finally,a match begins and once it is over about five of the individuals pose for a picture."
v_4aiE_-yQWZE,3490,1118,5453,The camera then speeds up and shows several teams and people entering and leaving the gym.
v_4aiE_-yQWZE,4636,818,5453,"Next,fencing matches are shown between about 12 pairs of people and they line up and give each other a high five before huddling up and having a talk with their coach."
v_4avZ79LB5n4,0,44,385,At an outdoor poor facility people are in the pool and others are outside standing by.
v_4avZ79LB5n4,40,75,385, There are two boys on the diving board preparing to jump down.
v_4avZ79LB5n4,114,87,385, They get in a unique position and then simultaneously dive in together.
v_4avZ79LB5n4,200,188,385, They make a huge splash as they land inside the water.
v_4b2_OpAGwW0,0,208600,238342,A woman braids her hair in several braids.
v_4b2_OpAGwW0,89400,132310,238342,  She ties them behind her head.
v_4BofYu8Soz8,10,119,240,A man is seen swimming in a pool while passing a ball to a dog back and fourth.
v_4BofYu8Soz8,88,138,240, The man continues to pass the ball while the dog hits it right back.
v_4BRCZaaITn0,0,104,614,A man is mowing his lawn around a tree in front of his house.
v_4BRCZaaITn0,119,390,614," He walks back and forth, avoiding the rocks."
v_4BRCZaaITn0,544,70,614, He turns at the driveway and returns again.
v_4bw6ocN0jGU,0,117,3898,A dog is running by a lake.
v_4bw6ocN0jGU,429,3474,3898, A man is wake boarding behind a boat.
v_4bw6ocN0jGU,2186,78,3898, A person is sitting in the water.
v_4chhQzVxWkA,137,1823,1957,A baby is swimming in a pool on its back.
v_4chhQzVxWkA,676,294,1957, The baby is kicking its feet in the water.
v_4chhQzVxWkA,147,1813,1957, Someone's hand is holding that baby in the water.
v_4CRacVTadPQ,0,394,2545,A woman in a yellow shirt is holding a bottle in her hand.
v_4CRacVTadPQ,394,382,2545, She opens the bottle and pours it into a bucket on the ground.
v_4CRacVTadPQ,1082,853,2545, She puts a mop rag into the bucket and puts it on her mop.
v_4CRacVTadPQ,1973,89,2545, She then lifts the bucket out of the room.
v_4CRacVTadPQ,2101,381,2545, She starts mopping the tile on the floor.
v_4CTczKzaPa4,0,256,1314,Several men stand around a pinata.
v_4CTczKzaPa4,263,263,1314, A man spins a blindfolded man around.
v_4CTczKzaPa4,539,776,1314, The blindfolded man takes a few swings at the pinata.
v_4CTczKzaPa4,1177,138,1314, A woman in red shirt laughs.
v_4d3RtnuVCV4,0,3039,3038,A video of the UConn women's field hockey team is shown.
v_4d3RtnuVCV4,942,2097,3038,  The coach talks to the players and they have a practice.
v_4DCxc6mO864,0,187,4154,"A girl is standing in the back of a room that has paper air ballon, and she begins to dance moving her legs back and forth and slightly moving her arms."
v_4DCxc6mO864,187,2472,4154, The girl then picks it up and begins to move more of her arms along with her legs and dances in a small area in the room while facing the camera.
v_4DCxc6mO864,2659,1496,4154,"The girl then turns to her side and we see her dancing from the side, she turns to face the back and dances a bit that way, then turns again and again until we've seen her dance in all different directions."
v_4DFKpHF2aq4,97,59,1501,There's a young man wearing a black hoodie and hat out in the wilderness.
v_4DFKpHF2aq4,157,202,1501, He takes an umbrella in his hand and then tosses it behind him.
v_4DFKpHF2aq4,360,856,1501, Then he walks on a tight rope and tries to balance himself.
v_4DFKpHF2aq4,1217,202,1501," There are some other men doing the same thing out in the wilderness, trying to balance themselves and walk on tight ropes."
v_4Dj7wOTfyH4,0,3081,5757,A woman is seen walking into frame and speaking to the camera.
v_4Dj7wOTfyH4,2073,2304,5757, She sits down on boxes while holding others up and begins laying tiles down on the floor.
v_4Dj7wOTfyH4,2851,2851,5757, She picks others up while speaking to the camera followed by vacuuming the floor and a child playing along.
v_4DmsWE6byuw,0,378,3368,A man is walking in circles in the center of a crowd.
v_4DmsWE6byuw,447,516,3368, He begins to break dance.
v_4DmsWE6byuw,1050,2393,3368," Several clips of men break dancing in different venues are shown, as they flip, spin, and perform for crowds."
v_4dw_Hk9Wpc4,0,3930,98111,A large school of small fish swim in the ocean.
v_4dw_Hk9Wpc4,4910,5400,98111, A seal swims in the ocean.
v_4dw_Hk9Wpc4,10310,14720,98111, The scene switches to a dog scuba diving with humans.
v_4dw_Hk9Wpc4,26010,4910,98111," The dog is shown with a human on a ship, with part of its scuba equipment on."
v_4dw_Hk9Wpc4,31410,35820,98111, The scene returns to the dog scuba diving.
v_4dw_Hk9Wpc4,67230,7359,98111, The scene changes to a cat walking around.
v_4dw_Hk9Wpc4,74590,14239,98111, The cat is shown swimming and scuba diving.
v_4dw_Hk9Wpc4,89810,8340,98111, The cat and dog are shown in various quick scenes together.
v_4dyn1oKJO34,0,1135,2388,Various clips are shown of people playing lacrosse followed by a man holding the stick and speaking to the camera.
v_4dyn1oKJO34,824,1565,2388, He moves the stick all around demonstrating how to properly play.
v_4E-RWxR6Xr0,14,227,2841,The credits of the clip are shown.
v_4E-RWxR6Xr0,312,2360,2841, A guy rides an exercise bike.
v_4E-RWxR6Xr0,1706,170,2841, The guy adjusts the exercise bike seat.
v_4E-RWxR6Xr0,2687,113,2841, The credits of the video are shown.
v_4E40jmmc2N8,140,2710,9028,A large man is seen sitting in the middle of a circle looking away from the camera.
v_4E40jmmc2N8,2760,3670,9028, The man then spins himself around with a discuss in his hands.
v_4E40jmmc2N8,6340,2490,9028, Finally he throws the object off into the distance.
v_4E89GQ2UnoQ,0,731,5221,We see a raft full of people in a rough river and see lots of stills.
v_4E89GQ2UnoQ,705,104,5221, We see the people in shots.
v_4E89GQ2UnoQ,835,261,5221, We see the title screen.
v_4E89GQ2UnoQ,1122,234,5221, We see a helicopter over a river.
v_4E89GQ2UnoQ,2298,261,5221, The raft turns over and a lady laughs.
v_4E89GQ2UnoQ,3055,156,5221, We see a bus driving on the street.
v_4E89GQ2UnoQ,3890,78,5221, We see the canyon from afar.
v_4E89GQ2UnoQ,3995,391,5221, We see a tunnel and a speedboat.
v_4E89GQ2UnoQ,4700,156,5221, We see still shots of the rafters.
v_4E89GQ2UnoQ,4882,339,5221, We see the ending title screen.
v_4E8rMLHIpag,0,338,3756,A man in a black hat is talking to the camera.
v_4E8rMLHIpag,356,2591,3756, He starts playing a violin on his shoulder.
v_4E8rMLHIpag,2948,807,3756, He stops playing and puts the violin down to his side.
v_4ELWxQw0PPE,0,1474,5657,Two men are seen holding hands with a ref holding them together and leads into an arm wrestling match.
v_4ELWxQw0PPE,1417,4252,5657, One man wins and then goes on to arm wrestle several more people.
v_4EoFt8F3_nw,3,77,149,A man is seen walking beside a hedge in a public area with a dog beside him.
v_4EoFt8F3_nw,59,88,149, The dog is seen walking on it's two legs and hops down in the end.
v_4fEY6zIq8bQ,0,3294,3294,The man is plastering the wall.
v_4fEY6zIq8bQ,263,955,3294, The man bend over then continue to plaster the wall.
v_4fEY6zIq8bQ,1070,2224,3294, The man cover the wall with pink plaster until the whole wall is covered.
v_4FGdbFzq-8I,211,745,2225,A man is seen sitting in the back of a car waxing down a surf board and another man speaking to the camera.
v_4FGdbFzq-8I,901,1324,2225, Slow motion shots of a man surfing are shown and the man continues speaking.
v_4fgIHu_Se3Q,0,287,1221,An athlete walks up to a beam.
v_4fgIHu_Se3Q,299,795,1221," He mounts quickly, spinning and turning around it and jumping between the two bars several times."
v_4fgIHu_Se3Q,1107,116,1221," He finally dismounts, throwing his arms into the air before walking away."
v_4fw4nswO748,0,136,1600,An introduction comes onto the screen for a video about snowboarding.
v_4fw4nswO748,248,1017,1600, A snowboarder begins to make some commentary about his snowboarding techniques.
v_4fw4nswO748,136,1313,1600, Several clips of snowboarders are shown performing the technique as he explains.
v_4fw4nswO748,1450,152,1600, The video ends with the closing credits shown on the screen.
v_4Fxj9ObTMw8,0,1900,17248,"A girl leans over a sink, and a boy walks up to talk to her."
v_4Fxj9ObTMw8,2080,12280,17248, She starts laughing and jumping up and down.
v_4Fxj9ObTMw8,14700,2600,17248," The boy seems equally excited, and she smiles at the camera."
v_4gEDonpfTeY,0,80710,175412,A man and a woman dance in a restaurant full of people.
v_4gEDonpfTeY,80710,22810,175412," The woman approaches a young male and touch his face, then the man gets angry and push the woman who ends on his arms and they continues dancing."
v_4gEDonpfTeY,86850,1760,175412, A fire appears on the floor.
v_4gEDonpfTeY,92120,3509,175412, A man puts two bread sticks on the nose while a woman watch with surprise.
v_4gEDonpfTeY,105280,68430,175412," The man helps a woman light a cigarette, then he flips and takes as red table cloth to make tricks, the the man and the woman continues dancing until they kiss while liquid come out of bottles and appears the moon at the end."
v_4gQpW3zR-Aw,0,974,3477,A group of men are seen leading a camel around while a person rides on top of the camel.
v_4gQpW3zR-Aw,800,1653,3477, One man leads the camera around with the person on top and people recording them from the sides.
v_4gQpW3zR-Aw,2367,1113,3477, The man lays the camel down for the person to climb off and the rider smiles and waves to the camera.
v_4Gs7Xyn16QI,0,7870,87445,"A woman walks, then runs with a javelin."
v_4Gs7Xyn16QI,8310,58599,87445," She throws it across the field, landing near her goal."
v_4Gs7Xyn16QI,67350,20120,87445," A few other teammates also perform the act, then we see the final scoreboard."
v_3jEnu5mEYA4,0,185,5300,"Food sizzling in hot oil in a black skillet on the stove, a long stemmed spoon sits in the skillet."
v_3jEnu5mEYA4,185,132,5300, Onions are added to the skillet.
v_3jEnu5mEYA4,318,106,5300, the skillet is stirred and the spoon removed.
v_3jEnu5mEYA4,530,424,5300, Salt is added and stirred in.
v_3jEnu5mEYA4,955,371,5300, The skillet gently sizzles as the mix cooks.
v_3jEnu5mEYA4,1326,318,5300, Spices are added to the skillet.
v_3jEnu5mEYA4,1644,450,5300," The flame is visible as the skillet sizzles more vigorously, the skillet is stirred and the food is browning."
v_3jEnu5mEYA4,2069,716,5300, 4 eggs are broken into the skillet.
v_3jEnu5mEYA4,2785,689,5300, The mixture is stirred and left to cook.
v_3jEnu5mEYA4,3475,981,5300, Pasta is poured and stirred in to the mixture from a sieve.
v_3jEnu5mEYA4,4457,530,5300, It is left to cook more.
v_3jEnu5mEYA4,4987,318,5300, It is now plated and fresh herbs are sprinkled on top.
v_3nvKiZeVfGY,0,170,451,A person slides a heavy ball on the floor while holding a brush on his left hand.
v_3nvKiZeVfGY,172,111,451," Then, two men brush the floor on front the heavy ball without touching it."
v_3nvKiZeVfGY,174,47,451, People plays behind the person.
v_3nvKiZeVfGY,295,93,451, The yellow ball reaches the center of the red circle.
v_3vs3ofTw1vY,927,1191,6619,There are several people getting ready to ski.
v_3vs3ofTw1vY,2118,1158,6619, There's a person skiing downhill with full speed whose shadow can be seen.
v_3vs3ofTw1vY,3277,1291,6619, There are people sitting and waiting on top of a mountain waiting to start skiing.
v_3vs3ofTw1vY,4569,463,6619, The skier going fast downhill is demonstrating how to turn and manage speed while going downhill.
v_3vs3ofTw1vY,5032,926,6619, There are some people walking toward the ski mountain on a escalator.
v_3vs3ofTw1vY,5959,297,6619, The skier continues to ski downhill steadily on steep and winding slopes.
v_40Sf-iICgzw,750,11550,37224,A small child is shown playing drums while a group of people behind him watch and smile.
v_40Sf-iICgzw,13040,24230,37224, The boy continues to play the drums and a baby in the arms of a man behind him climbs off his lap.
v_4A49mkP6HsM,484,697,3870,There is a group of Korean Pop singers performing on a stage.
v_4A49mkP6HsM,1182,523,3870, One of the singers is playing the violin while the audience cheers and claps for him.
v_4A49mkP6HsM,1705,387,3870, Then another singer grabs the mic and talks to the audience.
v_4A49mkP6HsM,2093,1026,3870, The audience applaud and smile as they watch.
v_4A49mkP6HsM,3120,387,3870, The performer sings as he plays the violin and then bows down in front of the audience.
v_4A49mkP6HsM,3507,155,3870, The crowd cheers and claps for him.
v_4hbMYlgO8_o,0,45,105,A man is seen kneeling down in a large field around small trees and holding a stick.
v_4hbMYlgO8_o,39,69,105, The man then wacks the stick along the grass and moving his arms back and fourth.
v_4o7Abew2ExY,0,1501,3226,A man is sitting on a bucket ice fishing.
v_4o7Abew2ExY,1565,258,3226, He stands up and pulls a fish out of the hole.
v_4o7Abew2ExY,1824,710,3226, He cuts the hook out of the fish and throws the fish on the ice.
v_4o7Abew2ExY,2889,339,3226, He sits back down on the bucket.
v_4w_46rTInXI,0,221890,221842,A bunch of people are playing beer pong in different outfits.
v_4w_46rTInXI,66570,155320,221842,  Then people bong a beer.
v_4w_46rTInXI,139790,82100,221842,  A lot of dancing happens at the end.
v_55bimE5eU9E,0,3413,3410,A man and a woman stand by each other as the man speaks.
v_55bimE5eU9E,1348,205,3410, The woman reaches down and lifts a bar.
v_55bimE5eU9E,1553,392,3410, She makes small lifts against her thighs.
v_55bimE5eU9E,1963,187,3410, She continues the small lifts and adds a variance of big lifts.
v_55bimE5eU9E,2150,512,3410, She lifts the bar over her head and brings it down to her thigh area to continue the small lifts.
v_55bimE5eU9E,2663,153,3410, She brings the bar back over her head and drops it down to the ground.
v_5Chl3x_mx40,0,5202,5201,The players are playing curling in an ice court.
v_5Chl3x_mx40,494,4396,5201, The players pushed the stone and two people are brushing the front of the stone until it reached the target.
v_5Chl3x_mx40,4058,1092,5201, An Asian girl pushed the stone and the other girl is brushing the front of the stone until it hit other stones.
v_5j6j4NJkUXA,0,28530,67918,A boy is shown swinging on a piece of gymnastic equipment with others training in the background.
v_5j6j4NJkUXA,28870,32940,67918, The camera shows several shots of different boys swinging on the equipment around and around with the camera panning to different angles.
v_5nvximBXhFI,0,572,5721,A tall garage building is shown in the dark and then several teen age boys appear skateboarding in the inside of it.
v_5nvximBXhFI,572,400,5721,"As they come around the corner,they hold on to each others shirts and come down the slanted road in a single file line and a boy is shown holding a camera with a selfie stick recording the action."
v_5nvximBXhFI,972,1802,5721,"After,a black male appears talking in the car and the boys are then shown walking up a set of stairs."
v_5nvximBXhFI,2775,2947,5721,The action continues and all the boys join one another back in the garage and the male that was talking in the video is seen skating with the rest of the boys.
v_5Ra6milBrOM,0,387,7040,An introduction animation is shown with the title of video.
v_5Ra6milBrOM,387,2640,7040, A female coach in sweats gives instructions to a group of students in a gym for a physical activity by acting out the routine.
v_5Ra6milBrOM,1654,2112,7040, The students mimic the instructors motions.
v_5Ra6milBrOM,3168,598,7040, The coach points to different areas of the gym and individual groups of students.
v_5Ra6milBrOM,3520,211,7040, A student in black shorts runs across the gym.
v_5Ra6milBrOM,3837,598,7040, A group of students plays rock paper sissor.
v_5Ra6milBrOM,4436,2147,7040, Students run around the perimeter of the gym to different stations.
v_5Ra6milBrOM,5527,281,7040, A student wearing a hat sits on the bench and looks sick.
v_5Ra6milBrOM,6724,316,7040, A animated page shows credits for the video.
v_5xgBlI9Xx0I,0,615,1951,A gymnast is shown swinging back and fourth on uneven bars.
v_5xgBlI9Xx0I,625,917,1951, He performs a routine swinging around and around while hundreds of people watch.
v_5xgBlI9Xx0I,1582,371,1951, He finishes by sticking his arms up in the air and bowing to the audience.
